Living Type,House,Diet,How Often Water,Heating Energy Source,Transport,Buying Activity,Frequency Traveling Air,Waste Bag Weekly Count,Energy Efficiency,Recycling,Cooking With,Total,Vehicle Monthly Distance
no,small,pescatarian,7,electricity,public,5,10,1,No,"['Glass', 'Metal']",['Oven'],44,784
no,large,vegetarian,3,electricity,gasoline,5,5,1,No,"['Paper', 'Metal']",['Microwave'],59,615
no,large,vegetarian,7,coal,public,10,10,2,Yes,"['Plastic', 'Metal']","['Oven', 'Microwave']",48,693
yes,small,omnivore,7,electricity,public,10,5,4,No,"['Paper', 'Plastic', 'Glass']",['Oven'],30,291
yes,large,vegan,7,gas,gasoline,5,10,3,Yes,"['Paper', 'Metal']","['Oven', 'Grill', 'Airfryer']",80,943
no,large,pescatarian,7,gas,bikewalk,5,10,3,No,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",52,73
yes,large,pescatarian,3,coal,public,10,5,4,Yes,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave']",39,70
yes,large,pescatarian,7,gas,gasoline,5,5,6,Yes,"['Plastic', 'Glass']","['Microwave', 'Grill', 'Airfryer']",80,5196
yes,large,vegetarian,7,gas,public,10,10,6,No,"['Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",96,403
no,small,vegan,7,gas,bikewalk,10,10,3,No,"['Plastic', 'Metal']",['Oven'],44,7
yes,small,vegan,3,coal,gasoline,5,10,2,Yes,"['Paper', 'Metal']","['Stove', 'Microwave']",75,1078
no,large,vegan,7,gas,public,10,10,6,Yes,"['Plastic', 'Glass', 'Metal']",['Microwave'],62,1550
yes,large,vegan,7,coal,public,10,10,5,No,['Paper'],"['Stove', 'Grill', 'Airfryer']",108,1610
no,large,pescatarian,7,gas,public,10,5,1,Yes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",16,730
no,small,omnivore,7,gas,public,5,5,4,Yes,"['Paper', 'Metal']","['Grill', 'Airfryer']",26,1779
yes,small,pescatarian,7,gas,bikewalk,10,10,6,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave']",44,51
yes,small,vegan,7,electricity,gasoline,5,10,1,Yes,"['Plastic', 'Metal']",['Oven'],54,4490
yes,small,pescatarian,7,gas,gasoline,10,10,6,Yes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave']",94,1283
yes,large,omnivore,7,gas,gasoline,10,5,1,No,"['Paper', 'Glass', 'Metal']","['Grill', 'Airfryer']",76,8521
yes,large,omnivore,7,coal,public,10,5,4,Yes,"['Paper', 'Plastic']","['Microwave', 'Grill', 'Airfryer']",36,1849
no,small,omnivore,3,coal,bikewalk,10,10,5,Yes,['Metal'],"['Oven', 'Microwave']",55,58
yes,large,pescatarian,3,coal,gasoline,5,5,6,No,"['Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",109,1896
no,small,vegetarian,7,gas,public,5,10,5,Yes,['Glass'],"['Stove', 'Grill', 'Airfryer']",76,1932
no,large,vegetarian,7,gas,public,10,5,5,No,['Paper'],"['Stove', 'Oven', 'Grill', 'Airfryer']",86,1527
no,small,vegetarian,7,coal,gasoline,10,10,1,Yes,[‘Paper'],['Oven'],90,4688
yes,large,vegetarian,7,electricity,gasoline,10,10,2,Yes,"['Paper', 'Plastic']",['Oven'],66,6843
yes,large,pescatarian,7,coal,gasoline,10,10,1,No,"['Paper', 'Plastic']",['Stove'],118,215
yes,large,pescatarian,3,electricity,bikewalk,5,5,1,Yes,['Paper'],"['Stove', 'Oven']",-7,39
no,small,omnivore,7,electricity,public,10,10,5,No,"['Paper', 'Plastic', 'Glass', 'Metal']",['Microwave'],68,772
yes,small,omnivore,7,electricity,bikewalk,10,10,1,Yes,"['Paper', 'Metal']","['Stove', 'Oven']",14,40
yes,large,vegetarian,7,gas,gasoline,10,10,3,Yes,"['Glass', 'Metal']","['Oven', 'Microwave']",82,7618
yes,small,omnivore,7,gas,bikewalk,10,5,7,No,"['Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",50,72
yes,small,vegan,7,electricity,public,5,5,5,Yes,['Paper'],"['Stove', 'Grill', 'Airfryer']",38,1951
yes,small,omnivore,3,gas,bikewalk,5,10,1,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",-7,10
no,small,vegan,3,gas,bikewalk,5,5,7,Yes,[‘Paper'],['Oven'],19,29
no,small,vegan,3,gas,gasoline,10,5,6,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",81,4791
no,small,pescatarian,7,gas,public,5,10,4,Yes,"['Paper', 'Plastic']","['Microwave', 'Grill', 'Airfryer']",40,1515
no,small,omnivore,3,electricity,bikewalk,10,10,2,Yes,"['Plastic', 'Glass', 'Metal']",['Oven'],1,56
yes,small,pescatarian,7,coal,public,10,5,4,Yes,"['Paper', 'Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",24,1682
yes,small,pescatarian,3,coal,bikewalk,10,5,7,Yes,"['Paper', 'Metal']",['Oven'],27,70
yes,large,vegan,7,gas,gasoline,10,5,5,No,"['Paper', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",114,8537
yes,large,vegan,7,gas,gasoline,5,10,1,Yes,"['Paper', 'Metal']","['Stove', 'Microwave']",76,8666
yes,small,vegan,3,coal,bikewalk,10,5,7,No,"['Plastic', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",39,64
yes,small,pescatarian,7,electricity,bikewalk,10,5,7,Yes,"['Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",12,45
no,large,vegetarian,7,gas,public,5,10,5,Yes,['Paper'],"['Oven', 'Microwave']",68,278
yes,large,omnivore,7,gas,public,5,10,2,Yes,"['Paper', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",42,1410
no,small,vegan,7,electricity,public,10,5,7,Yes,"['Paper', 'Glass', 'Metal']",['Oven'],30,1203
yes,small,omnivore,3,electricity,public,5,10,5,Yes,"['Plastic', 'Metal']",['Oven'],45,769
no,small,omnivore,7,gas,gasoline,5,5,3,Yes,['Glass'],['Oven'],70,9331
no,small,vegetarian,7,gas,gasoline,10,5,5,Yes,['Plastic'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",96,7981
no,large,vegan,7,gas,public,5,10,5,Yes,['Paper'],"['Stove', 'Grill', 'Airfryer']",80,564
no,large,pescatarian,3,coal,bikewalk,10,5,3,Yes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",25,34
yes,small,pescatarian,3,gas,gasoline,10,5,6,Yes,['Paper'],"['Stove', 'Microwave']",87,6585
yes,small,vegan,7,gas,bikewalk,10,10,3,Yes,"['Paper', 'Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']",14,47
no,large,vegetarian,7,gas,public,5,10,5,Yes,"['Paper', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",64,1335
yes,large,vegetarian,7,gas,public,5,5,6,Yes,"['Paper', 'Glass']","['Stove', 'Microwave']",48,1954
no,large,omnivore,7,electricity,gasoline,10,5,3,No,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave']",92,6179
yes,large,omnivore,7,coal,gasoline,5,5,6,No,"['Paper', 'Plastic']","['Microwave', 'Grill', 'Airfryer']",112,8098
no,small,pescatarian,7,gas,bikewalk,5,10,5,Yes,"['Paper', 'Metal']",['Stove'],54,27
yes,large,vegan,7,electricity,gasoline,5,10,7,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",92,5877
yes,large,omnivore,7,gas,public,10,5,1,No,"['Paper', 'Plastic']",['Oven'],40,1582
yes,large,vegetarian,7,electricity,gasoline,5,10,4,Yes,['Paper'],"['Stove', 'Oven']",86,7686
yes,large,omnivore,3,electricity,bikewalk,10,10,7,Yes,"['Paper', 'Plastic']","['Stove', 'Oven', 'Grill', 'Airfryer']",45,62
no,small,vegan,7,gas,public,10,5,6,Yes,['Paper'],['Microwave'],44,764
yes,small,pescatarian,7,coal,bikewalk,5,10,6,Yes,['Glass'],"['Stove', 'Grill', 'Airfryer']",62,63
yes,large,omnivore,3,electricity,public,10,10,6,No,"['Paper', 'Glass']","['Oven', 'Grill', 'Airfryer']",75,1361
yes,small,pescatarian,7,coal,gasoline,5,10,4,No,['Paper'],['Microwave'],108,4547
yes,small,pescatarian,3,coal,bikewalk,10,10,4,No,"['Paper', 'Plastic']","['Microwave', 'Grill', 'Airfryer']",43,97
no,small,vegan,7,gas,public,10,5,7,Yes,['Glass'],"['Oven', 'Grill', 'Airfryer']",48,1346
no,large,pescatarian,7,gas,gasoline,5,10,4,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",96,1669
yes,large,pescatarian,3,coal,bikewalk,5,10,7,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",47,18
no,large,vegetarian,7,electricity,bikewalk,10,5,1,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven']",-2,11
yes,small,vegan,7,gas,gasoline,5,10,5,Yes,['Metal'],"['Stove', 'Oven', 'Microwave']",104,887
no,large,omnivore,7,coal,public,10,5,1,Yes,"['Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",42,834
yes,small,vegetarian,7,coal,gasoline,5,10,4,Yes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",82,3106
no,small,vegan,7,coal,gasoline,10,10,3,Yes,['Paper'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",104,2052
yes,large,vegan,7,coal,public,5,10,3,No,['Paper'],"['Microwave', 'Grill', 'Airfryer']",70,360
yes,large,vegan,7,gas,gasoline,10,5,7,Yes,[‘Paper'],['Oven'],88,7023
yes,large,pescatarian,7,electricity,bikewalk,10,5,2,Yes,['Paper'],"['Stove', 'Oven', 'Microwave']",-2,25
yes,small,pescatarian,7,gas,gasoline,10,10,3,Yes,"['Paper', 'Plastic', 'Metal']",['Oven'],78,1481
no,small,omnivore,3,electricity,gasoline,5,10,1,Yes,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",67,2484
yes,large,omnivore,7,gas,public,10,10,4,Yes,['Glass'],"['Stove', 'Microwave']",60,1762
yes,small,omnivore,7,gas,bikewalk,10,10,5,Yes,['Glass'],"['Stove', 'Oven']",58,27
yes,large,pescatarian,7,coal,bikewalk,10,5,1,Yes,['Paper'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",8,16
yes,small,pescatarian,7,coal,bikewalk,5,5,1,No,"['Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']",28,26
yes,small,vegan,7,gas,gasoline,10,10,5,Yes,['Plastic'],['Oven'],102,6020
yes,large,vegetarian,7,coal,public,10,10,2,Yes,"['Paper', 'Plastic', 'Metal']",['Oven'],42,1395
yes,small,vegan,7,gas,bikewalk,10,10,7,No,"['Paper', 'Plastic']","['Stove', 'Microwave', 'Grill', 'Airfryer']",64,61
no,large,pescatarian,7,gas,bikewalk,10,5,4,Yes,"['Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",24,75
yes,large,vegan,7,electricity,public,10,10,3,No,"['Paper', 'Plastic', 'Glass']",['Oven'],50,1365
yes,small,pescatarian,7,electricity,gasoline,10,5,2,Yes,"['Paper', 'Glass']","['Oven', 'Grill', 'Airfryer']",42,8299
yes,large,pescatarian,7,gas,public,5,5,1,No,"['Paper', 'Plastic', 'Glass', 'Metal']",['Oven'],26,1062
no,large,pescatarian,3,gas,bikewalk,5,10,7,Yes,"['Paper', 'Plastic']","['Stove', 'Oven', 'Microwave']",51,45
no,small,omnivore,7,gas,public,5,5,3,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",32,316
yes,large,vegetarian,3,electricity,public,10,10,4,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']",['Oven'],23,1829
yes,large,vegetarian,3,coal,bikewalk,10,5,6,Yes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Microwave']",33,12
no,small,pescatarian,7,gas,bikewalk,10,10,2,No,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven']",44,38
yes,small,vegetarian,3,gas,gasoline,10,10,1,Yes,"['Paper', 'Plastic', 'Metal']","['Microwave', 'Grill', 'Airfryer']",57,4439
yes,large,omnivore,7,electricity,gasoline,10,5,5,Yes,[‘Paper'],['Oven'],84,7904
yes,small,pescatarian,7,gas,public,10,5,7,Yes,['Paper'],"['Stove', 'Grill', 'Airfryer']",56,1535
no,large,pescatarian,7,electricity,bikewalk,5,10,5,No,['Paper'],"['Grill', 'Airfryer']",64,28
yes,small,vegan,7,gas,bikewalk,10,5,4,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",0,11
no,small,omnivore,7,coal,bikewalk,5,10,7,Yes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']",48,56
no,small,omnivore,7,coal,public,10,10,5,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Grill', 'Airfryer']",106,1844
yes,large,pescatarian,7,coal,public,5,5,3,No,['Paper'],"['Stove', 'Oven', 'Grill', 'Airfryer']",68,1131
no,small,vegan,7,electricity,public,10,10,5,Yes,"['Paper', 'Plastic', 'Metal']",['Oven'],50,145
yes,small,vegetarian,3,gas,public,10,10,6,No,"['Glass', 'Metal']","['Stove', 'Microwave']",81,672
yes,small,vegan,7,coal,gasoline,10,5,7,Yes,['Plastic'],"['Grill', 'Airfryer']",92,1637
yes,large,vegan,3,electricity,gasoline,10,10,3,No,['Plastic'],['Stove'],103,6893
yes,small,omnivore,7,gas,gasoline,5,10,6,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",102,66
no,small,vegan,3,coal,public,10,5,6,No,"['Paper', 'Plastic']","['Stove', 'Oven', 'Grill', 'Airfryer']",79,1734
yes,large,vegetarian,7,gas,bikewalk,10,10,6,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",52,38
yes,small,vegan,7,gas,gasoline,10,10,1,Yes,"['Glass', 'Metal']","['Oven', 'Microwave']",64,4733
no,large,pescatarian,7,gas,bikewalk,10,10,6,Yes,['Glass'],['Microwave'],54,33
no,large,vegetarian,7,gas,public,10,10,6,Yes,"['Plastic', 'Metal']","['Grill', 'Airfryer']",72,2
yes,large,omnivore,3,electricity,public,5,5,5,Yes,"['Paper', 'Plastic', 'Glass']",['Oven'],27,670
no,small,omnivore,3,electricity,public,10,10,4,Yes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven']",41,1370
yes,large,vegetarian,3,coal,gasoline,10,10,2,Yes,"['Paper', 'Plastic', 'Glass']",['Oven'],77,550
yes,small,vegan,7,gas,bikewalk,10,5,3,Yes,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",4,75
yes,small,vegetarian,7,electricity,public,10,10,6,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",52,31
yes,small,vegan,3,gas,gasoline,5,5,4,Yes,['Plastic'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",59,5868
no,large,vegan,7,gas,gasoline,10,5,1,Yes,['Plastic'],"['Microwave', 'Grill', 'Airfryer']",60,9219
yes,large,vegan,3,coal,public,10,5,1,No,['Plastic'],"['Grill', 'Airfryer']",43,330
no,large,pescatarian,3,electricity,bikewalk,5,10,1,Yes,['Plastic'],"['Stove', 'Oven']",19,85
no,large,vegetarian,7,gas,gasoline,10,10,2,No,['Paper'],"['Stove', 'Oven', 'Grill', 'Airfryer']",116,2267
yes,large,pescatarian,7,gas,public,10,5,6,Yes,['Plastic'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",58,1713
no,large,pescatarian,7,electricity,bikewalk,5,10,5,No,"['Paper', 'Plastic', 'Metal']","['Grill', 'Airfryer']",56,81
no,small,vegan,7,gas,gasoline,10,5,3,No,['Metal'],"['Oven', 'Grill', 'Airfryer']",88,5165
yes,large,pescatarian,7,gas,gasoline,10,10,5,No,"['Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",134,7189
no,large,omnivore,7,gas,bikewalk,10,5,5,Yes,['Paper'],"['Stove', 'Oven', 'Grill', 'Airfryer']",50,88
no,small,vegan,7,electricity,public,5,10,1,Yes,"['Paper', 'Plastic', 'Metal']","['Grill', 'Airfryer']",16,348
no,small,vegan,7,gas,gasoline,5,10,6,Yes,"['Paper', 'Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']",96,8108
yes,large,vegetarian,7,gas,gasoline,5,10,5,No,"['Paper', 'Metal']","['Stove', 'Grill', 'Airfryer']",132,5349
yes,small,vegetarian,7,gas,bikewalk,10,5,1,Yes,['Paper'],"['Stove', 'Grill', 'Airfryer']",4,52
yes,small,pescatarian,3,gas,gasoline,10,10,7,Yes,[‘Paper'],['Oven'],101,8930
no,small,vegan,7,gas,bikewalk,10,5,4,Yes,"['Paper', 'Metal']","['Microwave', 'Grill', 'Airfryer']",0,10
yes,small,pescatarian,7,gas,gasoline,10,10,4,No,"['Paper', 'Plastic']","['Stove', 'Oven', 'Grill', 'Airfryer']",112,8712
yes,large,pescatarian,7,coal,gasoline,10,10,4,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",120,3422
yes,small,pescatarian,7,gas,public,5,10,1,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave']",30,1798
no,large,omnivore,7,gas,gasoline,5,10,5,Yes,"['Paper', 'Glass']","['Oven', 'Microwave']",108,6028
no,large,vegan,7,gas,bikewalk,10,5,6,Yes,"['Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",30,2
yes,large,pescatarian,3,coal,public,5,10,1,No,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",65,427
yes,large,pescatarian,3,gas,bikewalk,10,10,2,No,['Plastic'],"['Stove', 'Oven']",47,34
yes,small,omnivore,3,gas,bikewalk,5,10,2,No,['Paper'],"['Grill', 'Airfryer']",29,65
no,large,vegetarian,7,electricity,gasoline,5,10,3,No,"['Glass', 'Metal']","['Oven', 'Microwave']",94,8609
no,large,vegan,7,gas,public,10,10,1,Yes,['Plastic'],['Oven'],44,164
yes,small,vegan,7,electricity,bikewalk,10,5,1,Yes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",-20,43
yes,small,vegetarian,7,electricity,public,10,5,3,Yes,['Plastic'],"['Stove', 'Grill', 'Airfryer']",24,1449
no,small,omnivore,3,coal,public,10,5,5,Yes,['Paper'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",65,1849
no,small,pescatarian,3,electricity,public,10,5,7,Yes,"['Paper', 'Metal']","['Stove', 'Oven']",43,1921
yes,small,pescatarian,7,coal,gasoline,10,5,3,Yes,"['Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']",72,454
no,large,omnivore,3,coal,bikewalk,10,10,1,Yes,['Paper'],"['Stove', 'Grill', 'Airfryer']",45,0
no,large,vegetarian,3,gas,gasoline,5,5,2,No,"['Paper', 'Metal']",['Oven'],73,2752
yes,small,vegetarian,3,electricity,public,10,5,7,Yes,"['Paper', 'Glass']","['Grill', 'Airfryer']",25,1065
yes,small,omnivore,3,gas,public,5,10,6,Yes,"['Paper', 'Glass']","['Grill', 'Airfryer']",55,749
no,small,vegetarian,7,coal,bikewalk,10,10,5,Yes,"['Paper', 'Glass', 'Metal']",['Oven'],52,58
yes,large,vegetarian,3,coal,gasoline,10,5,1,Yes,['Plastic'],"['Stove', 'Oven']",75,1071
yes,small,pescatarian,7,coal,bikewalk,10,5,7,Yes,['Glass'],"['Stove', 'Microwave']",42,30
no,large,omnivore,3,electricity,gasoline,10,10,2,Yes,['Metal'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",81,7031
no,small,vegetarian,7,gas,gasoline,10,10,5,No,"['Paper', 'Plastic', 'Metal']","['Oven', 'Microwave']",118,4298
yes,large,vegan,7,gas,gasoline,5,5,2,Yes,"['Paper', 'Glass']","['Stove', 'Grill', 'Airfryer']",60,7618
no,large,vegetarian,7,gas,gasoline,5,10,6,No,"['Paper', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",124,8301
yes,small,pescatarian,7,electricity,public,5,5,2,No,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",20,1882
no,large,vegetarian,7,coal,public,10,10,6,Yes,"['Plastic', 'Glass', 'Metal']",['Oven'],78,207
yes,large,vegan,7,coal,public,5,10,5,No,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave']",96,671
no,large,pescatarian,3,gas,bikewalk,5,5,1,Yes,"['Glass', 'Metal']","['Oven', 'Microwave']",-9,46
yes,large,omnivore,3,gas,bikewalk,10,10,3,No,['Metal'],"['Stove', 'Oven', 'Grill', 'Airfryer']",59,66
no,large,vegan,3,coal,gasoline,5,10,4,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",117,7523
no,large,omnivore,7,gas,bikewalk,5,10,2,No,['Metal'],"['Oven', 'Microwave']",42,51
yes,large,vegan,3,coal,bikewalk,10,10,3,Yes,"['Paper', 'Plastic']",['Microwave'],25,96
no,large,pescatarian,7,electricity,gasoline,10,10,4,No,"['Plastic', 'Metal']",['Microwave'],100,7757
yes,large,vegetarian,3,coal,bikewalk,10,5,7,Yes,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",23,79
yes,large,omnivore,3,gas,gasoline,5,10,7,Yes,"['Paper', 'Metal']","['Stove', 'Oven']",111,3748
yes,large,vegetarian,3,gas,gasoline,5,10,7,No,"['Paper', 'Metal']","['Oven', 'Grill', 'Airfryer']",117,3148
yes,large,vegetarian,7,electricity,gasoline,10,5,4,Yes,['Metal'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",56,5151
yes,small,omnivore,7,gas,bikewalk,10,10,7,Yes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",40,84
yes,small,pescatarian,7,gas,gasoline,5,5,7,Yes,['Glass'],"['Oven', 'Microwave']",78,8585
no,small,vegetarian,7,gas,public,10,10,1,No,['Paper'],"['Stove', 'Oven', 'Grill', 'Airfryer']",70,1113
yes,large,vegetarian,3,gas,public,10,10,2,Yes,"['Paper', 'Metal']","['Stove', 'Oven']",41,1238
yes,small,vegan,7,electricity,gasoline,5,10,5,No,"['Paper', 'Glass']",['Oven'],104,7677
no,small,vegetarian,7,gas,public,10,5,5,No,['Glass'],['Stove'],80,1176
yes,small,vegan,7,gas,bikewalk,5,5,6,No,"['Plastic', 'Glass']","['Grill', 'Airfryer']",34,22
no,large,vegan,3,gas,public,10,5,2,Yes,"['Paper', 'Metal']",['Oven'],15,1797
yes,large,vegetarian,7,gas,gasoline,5,5,3,No,"['Paper', 'Plastic', 'Glass']","['Grill', 'Airfryer']",78,2456
yes,small,vegan,7,coal,gasoline,5,10,1,Yes,"['Paper', 'Plastic']","['Oven', 'Microwave']",70,3229
yes,large,vegan,7,electricity,gasoline,5,5,3,Yes,['Plastic'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",60,3294
no,large,vegan,7,electricity,gasoline,10,10,5,Yes,"['Paper', 'Glass']","['Stove', 'Oven']",110,5409
no,large,vegetarian,3,coal,public,10,10,4,Yes,['Paper'],"['Microwave', 'Grill', 'Airfryer']",57,561
yes,large,vegetarian,7,coal,gasoline,5,5,3,Yes,['Metal'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",82,9427
no,small,vegetarian,7,electricity,gasoline,5,10,4,Yes,"['Glass', 'Metal']",['Microwave'],68,131
no,large,pescatarian,7,gas,bikewalk,10,5,2,No,['Paper'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",34,34
no,large,omnivore,7,electricity,bikewalk,10,5,2,No,['Plastic'],"['Stove', 'Oven', 'Grill', 'Airfryer']",30,93
yes,large,vegan,3,coal,gasoline,5,10,1,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",73,8843
no,small,vegan,3,gas,gasoline,10,10,4,Yes,['Glass'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",89,556
no,large,vegetarian,7,coal,public,10,10,3,No,"['Paper', 'Plastic', 'Glass']","['Grill', 'Airfryer']",78,1733
no,small,pescatarian,7,gas,public,5,5,7,Yes,"['Plastic', 'Glass', 'Metal']",['Oven'],40,49
no,large,pescatarian,7,coal,bikewalk,5,10,6,Yes,[‘Paper'],['Oven'],64,60
no,large,vegetarian,3,electricity,public,10,10,7,Yes,"['Paper', 'Metal']",['Oven'],57,284
yes,large,vegan,7,gas,public,10,10,1,Yes,"['Paper', 'Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",26,446
no,large,vegetarian,7,gas,gasoline,5,5,4,Yes,"['Plastic', 'Metal']",['Microwave'],64,5956
yes,small,pescatarian,3,gas,bikewalk,10,10,6,No,"['Paper', 'Plastic']","['Stove', 'Microwave', 'Grill', 'Airfryer']",63,17
yes,large,omnivore,7,electricity,public,5,5,3,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']",8,863
no,small,omnivore,7,gas,public,5,10,1,Yes,"['Paper', 'Plastic']","['Oven', 'Microwave']",32,596
no,small,omnivore,3,electricity,gasoline,10,10,6,Yes,['Paper'],"['Oven', 'Grill', 'Airfryer']",99,3325
yes,small,omnivore,7,electricity,public,10,10,3,Yes,['Glass'],['Microwave'],34,235
no,large,vegan,3,electricity,public,10,5,1,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",27,1952
yes,large,pescatarian,3,gas,public,10,10,4,Yes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Microwave']",45,1963
no,small,vegetarian,7,electricity,gasoline,10,10,6,No,['Paper'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",116,3055
no,small,vegetarian,7,electricity,gasoline,5,5,2,Yes,['Metal'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",52,8077
yes,small,vegetarian,7,gas,gasoline,10,5,1,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",68,2077
no,small,vegan,3,coal,gasoline,10,10,5,Yes,['Plastic'],"['Oven', 'Grill', 'Airfryer']",113,5043
yes,large,omnivore,7,gas,bikewalk,10,5,2,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",2,69
